idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	lhwsr_s	liwmy_s	liwwh	liwmy	lunmy	lowas	lte	lfs	lunmy_s	lnu	liwmy_a	lhw	yemmc_s	yemmwmy_s	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pdiuc_s	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poa04	pdi00	pdinw	poa00	poa04_s	poacm_s	pdiuc	poa	bwkmcee_s	bwkmcst_s	bwkmceemy_s	bwkmcstmy_s	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	boa13_s	boa14_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bsvca_s	bchcc_s	bed00_s	boa	tscctse_s	tscctee_s	tsccter_s	tintace_s	tscse_s	tscee00_s	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscee01_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintaeear_s	tinta_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tinxt_s	tag_s	kfb	kivho	kfbcc	i_revloss	i_mc_rand_1	i_mc_rand_2	i_mc_rand_3	i_mc_rand_4	i_lma1	i_lma2	i_lmamy	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tscee00pj	i_tscee00tj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintapj	i_tintatj	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin23_s	sin21_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	il_bsvca_inctest	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
270	27002	0	0	27001	33	0	6	10	2	0	0	0	0	0	3	5	0	0	0	0	0	0	0	15	0	0	0	48	0	0	1596.1	1596.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.83	0	286.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1377.28	0	1377.28	0	0.82	2384.74	405.41	43.76	102.13	0	83.64	123.96	0	0	0	0	0	0	0	0	0	0	0.89	0.41	0.94	0	0	0	0	1596.1	155.78	23.94	39.1	218.83	1596.1	155.78	103.75	26.65	0	0	286.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.96	123.96	0	106.74	106.74	0	0	0	0	43.76	1377.28	234.14	83.64	0	0	0	0	102.95	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1596.1	1596.1	0	0	0	0	1596.1	0	207.59	207.59	0	207.59	0	218.83	0	0	286.18	218.83	1169.68	1596.1	1596.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1596.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426.42	1169.68	1596.1	0	1377.28	1377.28	1596.1	1377.28	1377.28	0	1169.68	0	1377.28	0	1169.68	0	0	0	1169.68	1169.68	0	27001	0	1
270	27003	27002	27001	0	12	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0.98	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27001	1	0
270	27004	27002	27001	0	9	1	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.21	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27001	1	0
270	27005	27002	27001	0	3	0	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.61	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27001	1	0
271	27101	0	0	0	42	0	0	10	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	15	0	0	0	37	0	0	2701.11	2701.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	237.25	0	0	15.94	0	369.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370.32	0	484.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2330.79	0	2330.79	0	-57.26	1165.39	198.12	43.76	128.08	57.26	70.82	209.77	0	0	0	0	0	0	0	0	0	0	0.82	0.75	0.69	0	0	0	0	2701.11	263.63	40.52	66.18	370.32	2701.11	263.63	175.57	45.11	0	0	484.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.77	209.77	0	180.64	180.64	0	0	0	0	43.76	2330.79	396.23	171.84	0	185.34	-57.26	550.96	70.82	683.4	674	0	12	0	979.1	1563.6	0.12	0	45	0.44	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	650.67	0.38	0.59	0	0	0	0.03	28.2	622.46	622.46	237.25	369.27	0	0	0	15.94	0	0	0	0	0	0	0	0	2701.11	2701.11	1672.46	622.46	1050	0	2701.11	1672.46	280.59	280.59	0	280.59	0	370.32	0	0	484.31	370.32	3722.67	2701.11	2701.11	0	1606.52	65.94	0	0	0	0	0	0	0	0	1672.46	0	0	0	2701.11	0	0	0	0	0	0	0	0	0	0	0	0	0	65.94	0	1606.52	0	0	650.91	3722.67	2701.11	0	2330.79	2330.79	2701.11	2330.79	2330.79	0	2050.2	0	2937.31	1672.46	3722.67	0	0	0	2656.72	2656.72	0	27101	0	0
271	27102	27101	0	0	15	1	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.7	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27101	1	0
271	27103	27101	0	0	12	0	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0.55	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27101	1	0
272	27201	0	0	27202	56	1	0	10	2	0	0	0	0	0	3	9	0	0	0	0	0	0	0	15	0	0	0	45	0	0	3015.95	3015.95	0	165.91	165.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413.49	0	617.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2768.37	0	2768.37	0	16.61	2360.41	401.27	43.76	19.49	0	36.1	616.04	0	0	0	0	0	0	0	0	0	0	0.52	0.55	0.59	0	165.91	0	165.91	3015.95	294.36	45.24	73.89	413.49	3015.95	294.36	196.04	50.37	73.89	3.02	617.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616.04	234.22	381.81	530.48	201.69	328.78	0	0	0	43.76	2602.46	442.42	196.97	0	0	33.23	0	36.1	1931.3	674	0	12	0	2360.41	1563.6	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2514.61	-2514.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3181.86	3181.86	0	0	0	0	3181.86	0	652.14	652.14	0	652.14	0	413.49	0	0	617.67	413.49	2116.24	3181.86	3181.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3015.95	165.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1065.62	2116.24	3181.86	0	2602.46	2768.37	3181.86	2768.37	2602.46	165.91	2116.24	0	2768.37	0	2116.24	0	0	0	2116.24	2116.24	0	27201	0	0
272	27202	0	0	27201	50	0	4	10	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	15	0	0	0	37	0	0	2262.66	2262.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310.21	0	405.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1952.45	0	1952.45	0	16.61	2360.41	401.27	43.76	13.74	0	30.36	175.72	0	0	0	0	0	0	0	0	0	0	0.37	0.92	0.47	0	0	0	0	2262.66	220.84	33.94	55.44	310.21	2262.66	220.84	147.07	37.79	0	0	405.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.72	175.72	0	151.31	151.31	0	0	0	0	43.76	1952.45	331.92	136.84	0	0	0	0	30.36	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2262.66	2262.66	0	0	0	0	2262.66	0	206.08	206.08	0	206.08	0	310.21	0	0	405.69	310.21	1746.37	2262.66	2262.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2262.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516.29	1746.37	2262.66	0	1952.45	1952.45	2262.66	1952.45	1952.45	0	1746.37	0	1952.45	0	1746.37	0	0	0	1746.37	1746.37	0	27201	0	1
273	27301	0	0	0	26	1	0	10	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	15	0	0	0	40	0	0	1968.62	1968.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.9	0	352.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1698.72	0	1698.72	288.78	113.37	0	0	0	0	0	113.37	152.88	0	0	0	0	0	0	0	0	0	0	0.66	0.02	0.39	0	0	0	0	1968.62	192.14	29.53	48.23	269.9	1968.62	192.14	127.96	32.88	0	0	352.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.88	152.88	0	131.65	131.65	0	0	0	43.76	43.76	1698.72	288.78	113.37	0	0	113.37	0	113.37	1432.47	674	0	12	0	1698.72	2189.04	0.15	0	35	0.57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758.47	-758.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1968.62	1968.62	0	0	0	0	1968.62	0	266.26	266.26	0	266.26	0	269.9	0	0	352.97	269.9	1432.47	1968.62	1968.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1968.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536.15	1432.47	1968.62	0	1698.72	1698.72	1968.62	1698.72	1698.72	0	1432.47	0	1698.72	0	1432.47	0	0	0	1432.47	1432.47	0	27301	0	0
274	27401	0	0	27402	68	1	0	10	2	0	0	0	0	0	4	7	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1489.03	0	0	0	1489.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1489.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697.51	0	1697.51	0	142.33	2011.76	342	43.76	120.1	0	113.26	152.78	0	0	0	0	0	0	0	0	0	0	0.11	0.26	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.78	152.78	0	131.56	131.56	0	0	0	0	43.76	1697.51	288.58	113.26	0	0	0	0	262.42	0	0	0	12	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.48	0	208.48	1489.03	1489.03	1697.51	266.04	266.04	0	266.04	0	0	0	0	0	0	1431.47	1697.51	1697.51	0	0	0	1697.51	0	0	0	0	0	0	0	0	1697.51	0	0	0	0	0	0	0	0	0	0	0	1697.51	0	0	0	0	0	0	0	0	0	266.04	1431.47	0	0	1697.51	1489.03	1697.51	1697.51	1697.51	0	1222.99	1489.03	1489.03	208.48	1431.47	1489.03	0	0	1222.99	1222.99	1489.03	27402	0	1
274	27402	0	0	27401	69	0	0	10	2	0	0	0	0	0	4	-1	0	0	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2117.53	0	0	0	2117.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	104.24	104.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2117.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2326.01	0	2326.01	0	142.33	2011.76	342	43.76	164.56	0	171.4	209.34	0	0	0	0	0	0	0	0	0	0	0.74	0.48	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.34	209.34	0	180.27	180.27	0	0	0	0	43.76	2326.01	395.42	171.4	0	0	284.66	0	306.89	1479.89	674	0	12	0	1803.28	1563.6	0.15	0	40	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1611.79	-1611.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.48	0	208.48	2117.53	2117.53	2326.01	380.74	380.74	0	380.74	0	0	0	0	0	0	1945.28	2326.01	2326.01	0	0	0	2326.01	0	0	0	0	0	0	0	0	2326.01	0	0	0	0	0	0	0	0	0	0	0	2326.01	0	0	0	0	0	0	0	0	0	380.74	1945.28	0	0	2326.01	2117.53	2326.01	2326.01	2326.01	0	1736.8	2117.53	2117.53	208.48	1945.28	2117.53	0	0	1736.8	1736.8	2117.53	27402	0	0
