idhh	idperson	idmother	idfather	idpartner	dag	dgn	dec	dwt	dms	ddilv	ddi	drgn1	drgn2	dct	les	loc	liwmy_s	liwwh	liwmy	lunmy	lowas	lfs	lunmy_s	lnu	liwmy_a	lhw	yempj	yem	ypt	ysebs	yse	yds	yemtj	yivwg	ypp	yprrt	ypt00	yptmp	yseag	yem00	ydses_o	ymwdt	yiy	yot	ypr	yemmy	ysv	yivag00_s	yivag01_s	ysemy	yseev	pyr	psuwd	psu	pdi	poaab	poacmdi	poacmoa	poacmsu	poafr	poaot	psu00	psuor	psuot	poacm_s	poa00	pdi00	pdiuc_s	pdiuc	pdinw	poa	bcrchdi	bcrdi	bchpl	bcrchdimy	bcrdimy	bchba	bchdied	bched	bchlg	bchlp	bchlp00	bchuc	bfa	bfaam	bfaot	bhl	bot	bsaot	bsapm	bsapmot	bsatm	bsatmpb	byr	bcc	bdinc	bchcc	bed00	bhoot	bunmy	bun	bunmy_s	bun_s	bma	bch00_s	bchlg_s	bchba_s	bched_s	bchdied_s	bchlp00_s	bchbamtna_s	bcrdi_s	bdinc_s	bchba01_s	bchot	bed	bhoen_s	bhoef_s	bho	bho_s	bsapm_s	bsatmen_s	bsatmefna_s	bsatmefmu_s	bsatm_s	bchcc_s	boa	tad	tis	tpr	tscee	tscer	tscse	tintami_s	tintaie_s	tscee_s	tscer_s	tscmapi_s	tscmadi_s	tscma_s	tsctbse_s	tscsepi_s	tscsedi_s	tscseac_s	tscsesi_s	tscseui_s	tscse_s	tscunpi_s	tscundi_s	tscun_s	tscfrpi_s	tscfrsi_s	tscfr_s	tfrhl_s	tkt_s	tintace_s	tintb_s	tintacd_s	tintbit_s	tintsit_s	tinit_s	tintbjt_s	tintsjt_s	tintcjt_s	tinjt_s	tintrch_s	tin_s	thl_s	tag_s	kfb	kivho	kfbcc	i_bsatm_rand	i_yse0	i_yseag0	i_ysebs0	i_tsctbeepj	i_tsceepipj	i_tsceedipj	i_tsceesipj	i_tsceepj	i_tsctberpj	i_tscerpipj	i_tscerdipj	i_tsceracpj	i_tsceruipj	i_tscereipj	i_tscerpj	i_tsctbeetj	i_tsceepitj	i_tsceeditj	i_tsceesitj	i_tsceetj	i_tsctbertj	i_tscerpitj	i_tscerditj	i_tsceractj	i_tsceruitj	i_tscereitj	i_tscertj	i_tsctbma	i_farmer	i_KRUS	i_thl_00	i_thl_01	i_thl_02	i_tintchl_00	i_tintchl_01	i_tintchl_02	i_tintc_00	i_tintc_01	i_tintbit_01	i_tintsit_01	i_tinit_01	i_tinln_02	i_tintcch	i_tin_parents	i_tintcch_schl	i_tin	i_bch00_ipc	i_bch00_ilt	i_carenursingbenefits	i_months	i_mother	i_bho_ipc	i_bho_ilt	i_bho_ifc	i_bho_rti	i_bho_hlt	i_bho_hh	i_bsapm_mx	i_bchcc_ipc	i_bchcc_ilt	i_bchcc_01	i_bchcc_02	amrar	aoc	ald	aldagariv	aldnaar	aldar	xcc	xcd	xcmie	xhc	xhc00	xhchm	xhcmo	xhcmomc	xhcmomi	xhcrt	xhcsc	xhcscel	xhcscht	xhcscrf	xhcscwt	xishl	xivhcrt	xpp	xmp	xhcot	sel_s	sin22_s	sin24_s	sin28_s	sin29_s	sin30_s	sin31_s	sin32_s	sin33_s	sin34_s	sin35_s	sin36_s	sin37_s	sin39_s	sin40_s	sin41_s	sin42_s	sin43_s	sin44_s	sin45_s	sin46_s	sin47_s	sin48_s	sin49_s	sin50_s	sin01_s	sin02_s	ils_earns	ils_origy	ils_bensim	ils_benmt	ils_bennt	ils_pen	ils_origrepy	ils_ben	ils_taxsim	ils_taxin	ils_taxwl	ils_tax	ils_sicot	ils_sicee	ils_sicse	ils_sicct	ils_sicer	ils_sicdy	ils_dispy	ils_base_tin	ils_base_thl	ils_base_tkt	ils_b1_bfa	ils_b1_bed	ils_b1_boa	ils_b1_bsu	ils_b1_bdi	ils_b1_bun	ils_b1_bhl	ils_b1_bho	ils_b1_bsa	ils_b1_bwk	ils_b2_bfaed	ils_b2_penhl	ils_b2_bsaho	ils_b2_bunwk	ils_udb_yem	ils_udb_yse	ils_udb_ypp	ils_udb_ypr	ils_udb_yiy	ils_udb_ypt	ils_udb_yot	ils_udb_xmp	ils_udb_kfbcc	ils_udb_boa	ils_udb_bsu	ils_udb_bdi	ils_udb_bun	ils_udb_bhl	ils_udb_bed	ils_udb_bsa	ils_udb_bfa	ils_udb_bho	ils_udb_tpr	ils_udb_tis	ils_udb_yds	il_ywk	il_tinktiy	il_thl	il_tin_child_thres	il_tinty	il_tintb	il_tintb_ws	il_tin_lin	il_bfamt	il_bnb	il_bhomt	il_ben0	il_dpisilc	il_poacm	il_carenursingbenefits	il_bhomx	il_bsamt	il_bsatm	tu_fambu_pl_HeadID	tu_fambu_pl_IsDependentChild	tu_fambu_pl_IsPartner
318	31801	0	0	0	71	0	0	10	5	0	0	0	0	0	7	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1843.48	0	0	0	0	1843.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1843.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1843.48	0	1843.48	331.83	142.62	0	0	0	0	0	142.62	165.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.91	165.91	0	142.87	142.87	0	46.34	46.34	1843.48	331.83	142.62	0	0	142.62	0	142.62	1534.94	674	0	12	0	1843.48	1544.48	0.2	0	35	0.57	0	1534.94	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	860.94	-860.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1843.48	1843.48	1843.48	308.53	308.53	0	308.53	0	0	0	0	0	0	1534.94	1843.48	1843.48	0	0	0	1843.48	0	0	0	0	0	0	0	0	1843.48	0	0	0	0	0	0	0	0	0	0	0	1843.48	0	0	0	0	0	0	0	0	0	308.53	1534.94	0	0	1843.48	1843.48	1843.48	1843.48	1843.48	0	1534.94	1843.48	1843.48	0	1534.94	1843.48	0	0	1534.94	1534.94	31801	0	0
319	31901	0	0	0	20	1	6	10	1	0	0	0	0	0	6	5	0	0	0	0	0	15	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	12	0	314	1544.48	0.15	0	35	0.57	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	314	0.41	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	129	185	0	0	0	0	0	1	0	0	314	314	0	0	0	314	0	0	0	0	0	0	0	0	0	0	314	0	0	0	314	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	314	0	0	0	0	0	0	0	0	0	0	314	314	314	0	0	0	314	314	31901	1	0
320	32001	0	0	0	23	0	6	10	1	0	0	0	0	0	6	5	0	0	0	0	0	15	0	0	0	-1	757.25	757.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.82	136.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653.43	0	653.43	117.62	20.64	0	0	0	0	0	20.64	58.81	0	0	0	0	0	0	0	0	757.25	73.91	11.36	18.55	103.82	757.25	73.91	49.22	13.63	0	0	136.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.81	58.81	0	50.64	50.64	0	46.34	46.34	653.43	117.62	20.64	0	0	20.64	0	20.64	573.98	674	0	12	0	0	0	0	0	0	0	0	573.98	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	757.25	757.25	0	0	0	0	757.25	0	79.45	79.45	0	79.45	0	103.82	0	0	136.76	103.82	573.98	757.25	757.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.27	573.98	757.25	0	653.43	653.43	757.25	653.43	653.43	0	573.98	0	653.43	0	573.98	0	0	0	573.98	573.98	32001	0	0
320	32002	0	0	0	23	0	6	10	1	0	0	0	0	0	3	5	0	0	0	0	0	15	0	0	0	29	804.95	804.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.36	145.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694.59	0	694.59	125.03	24.86	0	0	0	0	0	24.86	62.51	0	0	0	0	0	0	0	0	804.95	78.56	12.07	19.72	110.36	804.95	78.56	52.32	14.49	0	0	145.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.51	62.51	0	53.83	53.83	0	46.34	46.34	694.59	125.03	24.86	0	0	24.86	0	24.86	607.22	674	0	12	0	674.01	1103.2	0.12	0	40	0.5	0	607.22	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804.95	804.95	0	0	0	0	804.95	0	87.37	87.37	0	87.37	0	110.36	0	0	145.37	110.36	607.22	804.95	804.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.73	607.22	804.95	0	694.59	694.59	804.95	694.59	694.59	0	607.22	0	694.59	0	607.22	0	0	0	607.22	607.22	32002	0	0
321	32101	0	0	32102	39	1	0	10	2	0	0	0	0	0	3	8	0	0	0	0	0	15	0	0	0	40	1396.19	1396.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	118	0	0	8.33	0	185	0	0	0	0	0	0	0	0	0	0	0	111.63	55.81	1.31	57.12	500	0	0	0	0	0	0	0	0	0	191.42	252.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1204.77	0	1204.77	0	-30.93	602.38	108.43	46.34	30.82	0.21	-0.11	108.43	0	0	0	0	0	0	0	0	1396.19	136.27	20.94	34.21	191.42	1396.19	136.27	90.75	25.13	0	0	252.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.43	108.43	0	93.37	93.37	0	0	46.34	1204.77	216.86	77.15	0	92.67	-61.85	284.79	-0.11	375.79	674	0	12	0	502.59	1103.2	0.12	0	45	0.44	0	375.79	800	500	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	311.33	0.38	0.59	0	0	0	0.03	0	0	0	0	0	0	0	0	0	118	185	0	0	0	8.33	0	0	1396.19	1396.19	868.46	868.46	0	0	1396.19	868.46	108.32	108.32	0	108.32	0	191.42	0	0	252.15	191.42	1964.9	1396.19	1396.19	0	803	8.33	0	0	0	0	0	0	57.12	0	811.33	0	57.12	0	1396.19	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33	57.12	803	0	0	299.74	1964.9	1396.19	0	1204.77	1204.77	1396.19	1204.77	1204.77	0	1096.45	0	1507.77	868.46	1964.9	0	0	0	1399.45	1399.45	32101	0	0
321	32102	0	0	32101	28	0	0	10	2	0	0	0	0	0	7	5	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-30.93	602.38	108.43	46.34	0	61.64	-30.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-30.93	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-30.93	-30.93	0	-30.93	0	0	0	0	0	0	30.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-30.93	30.93	0	0	0	0	0	0	0	0	30.93	0	0	0	30.93	0	0	0	30.93	30.93	32101	0	1
321	32103	32102	32101	0	9	0	2	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32101	1	0
322	32201	0	0	32202	50	1	0	10	2	0	0	0	0	0	3	9	0	0	0	0	0	15	0	0	0	37	1199.37	1199.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	365	90	0	16.67	0	370	0	0	0	0	0	0	0	0	0	0	0	658.82	329.41	7.72	337.13	1000	0	0	0	0	0	0	0	0	0	164.43	216.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1034.94	0	1034.94	0	-122.32	517.47	93.14	46.34	13.41	115.23	-108.91	93.14	0	0	0	0	0	0	0	0	1199.37	117.06	17.99	29.38	164.43	1199.37	117.06	77.96	21.59	0	0	216.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.14	93.14	0	80.21	80.21	0	0	46.34	1034.94	186.29	59.75	0	352.01	-244.64	244.64	-108.91	235.24	674	0	12	0	354.68	1103.2	0.1	0	65	0.31	0	293.26	800	1000	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	841.67	0.43	0.44	0.11	0	0	0.02	0	0	0	0	0	0	0	0	0	365	370	90	0	0	16.67	0	0	1199.37	1199.37	2178.8	2178.8	0	0	1199.37	2178.8	-15.77	-15.77	0	-15.77	0	164.43	0	0	216.61	164.43	3229.5	1199.37	1199.37	0	1825	16.67	0	0	0	0	0	0	337.13	0	1841.67	0	337.13	0	1199.37	0	0	0	0	0	0	0	0	0	0	0	0	0	16.67	337.13	1825	0	0	148.67	3229.5	1199.37	0	1034.94	1034.94	1199.37	1034.94	1034.94	0	1050.7	0	1769.94	2178.8	3229.5	0	0	0	1785.7	1785.7	32201	0	0
322	32202	0	0	32201	43	0	0	10	2	0	0	0	0	0	7	9	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-122.32	517.47	93.14	46.34	0	129.42	-122.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-122.32	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-122.32	-122.32	0	-122.32	0	0	0	0	0	0	122.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-122.32	122.32	0	0	0	0	0	0	0	0	122.32	0	0	0	122.32	0	0	0	122.32	122.32	32201	0	1
322	32203	32202	32201	0	18	0	4	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	4.01	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46	0	3.46	0.62	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	4.01	0.39	0.06	0.1	0.55	4.01	0.39	0.26	0.07	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.31	0	0.27	0.27	0	0.62	0.62	3.46	0.62	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	3.15	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.01	4.01	0	0	0	0	4.01	0	0.31	0.31	0	0.31	0	0.55	0	0	0.72	0.55	3.15	4.01	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86	3.15	4.01	0	3.46	3.46	4.01	3.46	3.46	0	3.15	0	3.46	0	3.15	0	0	0	3.15	3.15	32201	1	0
322	32204	32202	32201	0	15	0	3	10	1	0	0	0	0	0	6	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32201	1	0
322	32205	32202	32201	0	5	0	0	10	1	0	0	0	0	0	0	-1	0	0	0	0	0	15	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32201	1	0
323	32301	0	0	32302	52	1	0	10	2	0	0	0	0	0	2	1	0	0	0	0	0	15	0	0	0	49	0	0	0	492.66	492.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	118	0	0	8.33	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	108.34	44.4	9.99	13.6	0	176.32	0	0	0	0	0	0	0	0	0	316.34	0	316.34	0	-46.34	243.45	43.82	43.82	0	46.34	-46.34	288.95	0	0	0	0	0	492.66	0	492.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.95	0	288.95	248.82	0	248.82	0	0	0	0	0	0	92.67	-92.67	850.29	-46.34	0.56	674	0	12	0	0	0	0	0	0	0	0	0.56	800	500	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	311.33	0.38	0.59	0	0	0	0.03	0	0	0	0	0	0	0	0	0	118	185	0	0	0	8.33	0	0	492.66	492.66	811.33	811.33	0	0	492.66	811.33	242.62	242.62	0	242.62	0	0	176.32	0	0	176.32	885.05	492.66	492.66	0	803	8.33	0	0	0	0	0	0	0	0	811.33	0	0	0	0	492.66	0	0	0	0	0	0	0	0	0	0	0	0	8.33	0	803	0	0	418.94	885.05	492.66	0	0	316.34	492.66	316.34	0	316.34	73.72	0	619.34	811.33	885.05	0	0	0	376.72	376.72	32301	0	0
